Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_016920845.1	Primary Assembly	Un			JACDQR010002237.1	Chromosome		NW_024398498.1	unplaced-scaffold	2919			Contig2497
GCF_016920845.1	Primary Assembly	Un			JACDQR010002238.1	Chromosome		NW_024398499.1	unplaced-scaffold	5938			Contig2498
GCF_016920845.1	Primary Assembly	Un			JACDQR010002239.1	Chromosome		NW_024398500.1	unplaced-scaffold	2517			Contig2499
GCF_016920845.1	Primary Assembly	Un			JACDQR010002240.1	Chromosome		NW_024398502.1	unplaced-scaffold	3260			Contig2500
GCF_016920845.1	Primary Assembly	Un			JACDQR010002241.1	Chromosome		NW_024398503.1	unplaced-scaffold	5920			Contig2501
GCF_016920845.1	Primary Assembly	Un			JACDQR010002242.1	Chromosome		NW_024398504.1	unplaced-scaffold	5918			Contig2502
GCF_016920845.1	Primary Assembly	Un			JACDQR010002243.1	Chromosome		NW_024398505.1	unplaced-scaffold	5917			Contig2503
GCF_016920845.1	Primary Assembly	Un			JACDQR010002244.1	Chromosome		NW_024398506.1	unplaced-scaffold	5909			Contig2504
GCF_016920845.1	Primary Assembly	Un			JACDQR010002245.1	Chromosome		NW_024398507.1	unplaced-scaffold	2547			Contig2507
GCF_016920845.1	Primary Assembly	Un			JACDQR010002246.1	Chromosome		NW_024398508.1	unplaced-scaffold	5884			Contig2508
GCF_016920845.1	Primary Assembly	Un			JACDQR010002247.1	Chromosome		NW_024398509.1	unplaced-scaffold	1445			Contig2509
GCF_016920845.1	Primary Assembly	Un			JACDQR010002248.1	Chromosome		NW_024398511.1	unplaced-scaffold	1601			Contig2510
GCF_016920845.1	Primary Assembly	Un			JACDQR010002249.1	Chromosome		NW_024398512.1	unplaced-scaffold	5852			Contig2512
GCF_016920845.1	Primary Assembly	Un			JACDQR010002250.1	Chromosome		NW_024398513.1	unplaced-scaffold	2277			Contig2513
GCF_016920845.1	Primary Assembly	Un			JACDQR010002251.1	Chromosome		NW_024398514.1	unplaced-scaffold	2300			Contig2514
GCF_016920845.1	Primary Assembly	Un			JACDQR010002252.1	Chromosome		NW_024398515.1	unplaced-scaffold	5837			Contig2515
GCF_016920845.1	Primary Assembly	Un			JACDQR010002253.1	Chromosome		NW_024398516.1	unplaced-scaffold	5833			Contig2516
GCF_016920845.1	Primary Assembly	Un			JACDQR010002254.1	Chromosome		NW_024398517.1	unplaced-scaffold	5827			Contig2517
GCF_016920845.1	Primary Assembly	Un			JACDQR010002255.1	Chromosome		NW_024398518.1	unplaced-scaffold	5825			Contig2518
GCF_016920845.1	Primary Assembly	Un			JACDQR010002256.1	Chromosome		NW_024398519.1	unplaced-scaffold	2150			Contig2519
GCF_016920845.1	Primary Assembly	Un			JACDQR010002257.1	Chromosome		NW_024398521.1	unplaced-scaffold	2218			Contig2520
GCF_016920845.1	Primary Assembly	Un			JACDQR010002258.1	Chromosome		NW_024398522.1	unplaced-scaffold	2145			Contig2521
GCF_016920845.1	Primary Assembly	Un			JACDQR010002259.1	Chromosome		NW_024398523.1	unplaced-scaffold	3054			Contig2522
GCF_016920845.1	Primary Assembly	Un			JACDQR010002260.1	Chromosome		NW_024398524.1	unplaced-scaffold	2671			Contig2524
GCF_016920845.1	Primary Assembly	Un			JACDQR010002261.1	Chromosome		NW_024398525.1	unplaced-scaffold	2001			Contig2525
GCF_016920845.1	Primary Assembly	Un			JACDQR010002262.1	Chromosome		NW_024398526.1	unplaced-scaffold	3699			Contig2526
GCF_016920845.1	Primary Assembly	Un			JACDQR010002263.1	Chromosome		NW_024398527.1	unplaced-scaffold	1470			Contig2527
GCF_016920845.1	Primary Assembly	Un			JACDQR010002264.1	Chromosome		NW_024398528.1	unplaced-scaffold	2122			Contig2528
GCF_016920845.1	Primary Assembly	Un			JACDQR010002265.1	Chromosome		NW_024398529.1	unplaced-scaffold	5796			Contig2529
GCF_016920845.1	Primary Assembly	Un			JACDQR010002266.1	Chromosome		NW_024398530.1	unplaced-scaffold	5792			Contig2530
GCF_016920845.1	Primary Assembly	Un			JACDQR010002267.1	Chromosome		NW_024398531.1	unplaced-scaffold	2510			Contig2531
GCF_016920845.1	Primary Assembly	Un			JACDQR010002268.1	Chromosome		NW_024398532.1	unplaced-scaffold	3051			Contig2532
GCF_016920845.1	Primary Assembly	Un			JACDQR010002269.1	Chromosome		NW_024398533.1	unplaced-scaffold	5789			Contig2533
GCF_016920845.1	Primary Assembly	Un			JACDQR010002270.1	Chromosome		NW_024398534.1	unplaced-scaffold	2482			Contig2534
GCF_016920845.1	Primary Assembly	Un			JACDQR010002271.1	Chromosome		NW_024398535.1	unplaced-scaffold	3023			Contig2535
GCF_016920845.1	Primary Assembly	Un			JACDQR010002272.1	Chromosome		NW_024398536.1	unplaced-scaffold	2430			Contig2537
GCF_016920845.1	Primary Assembly	Un			JACDQR010002273.1	Chromosome		NW_024398537.1	unplaced-scaffold	2782			Contig2538
GCF_016920845.1	Primary Assembly	Un			JACDQR010002274.1	Chromosome		NW_024398538.1	unplaced-scaffold	2582			Contig2539
GCF_016920845.1	Primary Assembly	Un			JACDQR010002275.1	Chromosome		NW_024398540.1	unplaced-scaffold	5764			Contig2540
GCF_016920845.1	Primary Assembly	Un			JACDQR010002276.1	Chromosome		NW_024398541.1	unplaced-scaffold	2215			Contig2541
GCF_016920845.1	Primary Assembly	Un			JACDQR010002277.1	Chromosome		NW_024398542.1	unplaced-scaffold	1840			Contig2542
GCF_016920845.1	Primary Assembly	Un			JACDQR010002278.1	Chromosome		NW_024398543.1	unplaced-scaffold	5757			Contig2543
GCF_016920845.1	Primary Assembly	Un			JACDQR010002279.1	Chromosome		NW_024398544.1	unplaced-scaffold	2209			Contig2544
GCF_016920845.1	Primary Assembly	Un			JACDQR010002280.1	Chromosome		NW_024398545.1	unplaced-scaffold	2232			Contig2547
GCF_016920845.1	Primary Assembly	Un			JACDQR010002281.1	Chromosome		NW_024398546.1	unplaced-scaffold	2511			Contig2548
GCF_016920845.1	Primary Assembly	Un			JACDQR010002282.1	Chromosome		NW_024398547.1	unplaced-scaffold	3344			Contig2549
GCF_016920845.1	Primary Assembly	Un			JACDQR010002283.1	Chromosome		NW_024398549.1	unplaced-scaffold	2286			Contig2550
GCF_016920845.1	Primary Assembly	Un			JACDQR010002284.1	Chromosome		NW_024398550.1	unplaced-scaffold	1495			Contig2553
GCF_016920845.1	Primary Assembly	Un			JACDQR010002285.1	Chromosome		NW_024398551.1	unplaced-scaffold	2366			Contig2554
GCF_016920845.1	Primary Assembly	Un			JACDQR010002286.1	Chromosome		NW_024398552.1	unplaced-scaffold	2435			Contig2555
GCF_016920845.1	Primary Assembly	Un			JACDQR010002287.1	Chromosome		NW_024398553.1	unplaced-scaffold	3107			Contig2557
GCF_016920845.1	Primary Assembly	Un			JACDQR010002288.1	Chromosome		NW_024398554.1	unplaced-scaffold	2532			Contig2558
GCF_016920845.1	Primary Assembly	Un			JACDQR010002289.1	Chromosome		NW_024398555.1	unplaced-scaffold	1339			Contig2559
GCF_016920845.1	Primary Assembly	Un			JACDQR010002290.1	Chromosome		NW_024398557.1	unplaced-scaffold	4178			Contig2560
GCF_016920845.1	Primary Assembly	Un			JACDQR010002291.1	Chromosome		NW_024398558.1	unplaced-scaffold	5728			Contig2561
GCF_016920845.1	Primary Assembly	Un			JACDQR010002292.1	Chromosome		NW_024398559.1	unplaced-scaffold	5713			Contig2562
GCF_016920845.1	Primary Assembly	Un			JACDQR010002293.1	Chromosome		NW_024398560.1	unplaced-scaffold	2182			Contig2564
GCF_016920845.1	Primary Assembly	Un			JACDQR010002294.1	Chromosome		NW_024398561.1	unplaced-scaffold	2395			Contig2565
GCF_016920845.1	Primary Assembly	Un			JACDQR010002295.1	Chromosome		NW_024398562.1	unplaced-scaffold	2691			Contig2566
GCF_016920845.1	Primary Assembly	Un			JACDQR010002296.1	Chromosome		NW_024398563.1	unplaced-scaffold	5693			Contig2567
GCF_016920845.1	Primary Assembly	Un			JACDQR010002297.1	Chromosome		NW_024398564.1	unplaced-scaffold	2376			Contig2568
GCF_016920845.1	Primary Assembly	Un			JACDQR010002298.1	Chromosome		NW_024398565.1	unplaced-scaffold	2248			Contig2569
GCF_016920845.1	Primary Assembly	Un			JACDQR010002299.1	Chromosome		NW_024398567.1	unplaced-scaffold	5679			Contig2570
GCF_016920845.1	Primary Assembly	Un			JACDQR010002300.1	Chromosome		NW_024398568.1	unplaced-scaffold	2768			Contig2571
GCF_016920845.1	Primary Assembly	Un			JACDQR010002301.1	Chromosome		NW_024398569.1	unplaced-scaffold	2442			Contig2572
GCF_016920845.1	Primary Assembly	Un			JACDQR010002302.1	Chromosome		NW_024398570.1	unplaced-scaffold	5677			Contig2573
GCF_016920845.1	Primary Assembly	Un			JACDQR010002303.1	Chromosome		NW_024398571.1	unplaced-scaffold	5665			Contig2574
GCF_016920845.1	Primary Assembly	Un			JACDQR010002304.1	Chromosome		NW_024398572.1	unplaced-scaffold	5664			Contig2575
GCF_016920845.1	Primary Assembly	Un			JACDQR010002305.1	Chromosome		NW_024398573.1	unplaced-scaffold	5659			Contig2576
GCF_016920845.1	Primary Assembly	Un			JACDQR010002306.1	Chromosome		NW_024398574.1	unplaced-scaffold	2163			Contig2578
GCF_016920845.1	Primary Assembly	Un			JACDQR010002307.1	Chromosome		NW_024398575.1	unplaced-scaffold	1929			Contig2579
GCF_016920845.1	Primary Assembly	Un			JACDQR010002308.1	Chromosome		NW_024398576.1	unplaced-scaffold	2145			Contig2580
GCF_016920845.1	Primary Assembly	Un			JACDQR010002309.1	Chromosome		NW_024398577.1	unplaced-scaffold	1809			Contig2581
GCF_016920845.1	Primary Assembly	Un			JACDQR010002310.1	Chromosome		NW_024398578.1	unplaced-scaffold	837			Contig2583
GCF_016920845.1	Primary Assembly	Un			JACDQR010002311.1	Chromosome		NW_024398579.1	unplaced-scaffold	3278			Contig2584
GCF_016920845.1	Primary Assembly	Un			JACDQR010002312.1	Chromosome		NW_024398580.1	unplaced-scaffold	2236			Contig2585
GCF_016920845.1	Primary Assembly	Un			JACDQR010002313.1	Chromosome		NW_024398581.1	unplaced-scaffold	5608			Contig2586
GCF_016920845.1	Primary Assembly	Un			JACDQR010002314.1	Chromosome		NW_024398582.1	unplaced-scaffold	2954			Contig2587
GCF_016920845.1	Primary Assembly	Un			JACDQR010002315.1	Chromosome		NW_024398583.1	unplaced-scaffold	2418			Contig2589
GCF_016920845.1	Primary Assembly	Un			JACDQR010002316.1	Chromosome		NW_024398584.1	unplaced-scaffold	1895			Contig2590
GCF_016920845.1	Primary Assembly	Un			JACDQR010002317.1	Chromosome		NW_024398585.1	unplaced-scaffold	2361			Contig2591
GCF_016920845.1	Primary Assembly	Un			JACDQR010002318.1	Chromosome		NW_024398586.1	unplaced-scaffold	1157			Contig2593
GCF_016920845.1	Primary Assembly	Un			JACDQR010002319.1	Chromosome		NW_024398587.1	unplaced-scaffold	3541			Contig2594
GCF_016920845.1	Primary Assembly	Un			JACDQR010002320.1	Chromosome		NW_024398588.1	unplaced-scaffold	1953			Contig2595
GCF_016920845.1	Primary Assembly	Un			JACDQR010002321.1	Chromosome		NW_024398589.1	unplaced-scaffold	2969			Contig2596
GCF_016920845.1	Primary Assembly	Un			JACDQR010002322.1	Chromosome		NW_024398590.1	unplaced-scaffold	2475			Contig2597
GCF_016920845.1	Primary Assembly	Un			JACDQR010002323.1	Chromosome		NW_024398591.1	unplaced-scaffold	5586			Contig2598
GCF_016920845.1	Primary Assembly	Un			JACDQR010002324.1	Chromosome		NW_024398594.1	unplaced-scaffold	4159			Contig2600
GCF_016920845.1	Primary Assembly	Un			JACDQR010002325.1	Chromosome		NW_024398595.1	unplaced-scaffold	1739			Contig2601
GCF_016920845.1	Primary Assembly	Un			JACDQR010002326.1	Chromosome		NW_024398596.1	unplaced-scaffold	2795			Contig2602
GCF_016920845.1	Primary Assembly	Un			JACDQR010002327.1	Chromosome		NW_024398597.1	unplaced-scaffold	2188			Contig2603
GCF_016920845.1	Primary Assembly	Un			JACDQR010002328.1	Chromosome		NW_024398598.1	unplaced-scaffold	5558			Contig2607
GCF_016920845.1	Primary Assembly	Un			JACDQR010002329.1	Chromosome		NW_024398599.1	unplaced-scaffold	5556			Contig2608
GCF_016920845.1	Primary Assembly	Un			JACDQR010002330.1	Chromosome		NW_024398600.1	unplaced-scaffold	5552			Contig2609
GCF_016920845.1	Primary Assembly	Un			JACDQR010002331.1	Chromosome		NW_024398602.1	unplaced-scaffold	2259			Contig2612
GCF_016920845.1	Primary Assembly	Un			JACDQR010002332.1	Chromosome		NW_024398603.1	unplaced-scaffold	3653			Contig2614
GCF_016920845.1	Primary Assembly	Un			JACDQR010002333.1	Chromosome		NW_024398604.1	unplaced-scaffold	1776			Contig2615
GCF_016920845.1	Primary Assembly	Un			JACDQR010002334.1	Chromosome		NW_024398605.1	unplaced-scaffold	2202			Contig2616
GCF_016920845.1	Primary Assembly	Un			JACDQR010002335.1	Chromosome		NW_024398606.1	unplaced-scaffold	2474			Contig2617
GCF_016920845.1	Primary Assembly	Un			JACDQR010002336.1	Chromosome		NW_024398607.1	unplaced-scaffold	5510			Contig2618
GCF_016920845.1	Primary Assembly	Un			JACDQR010002337.1	Chromosome		NW_024398608.1	unplaced-scaffold	2392			Contig2619
GCF_016920845.1	Primary Assembly	Un			JACDQR010002338.1	Chromosome		NW_024398610.1	unplaced-scaffold	3018			Contig2620
GCF_016920845.1	Primary Assembly	Un			JACDQR010002339.1	Chromosome		NW_024398611.1	unplaced-scaffold	2089			Contig2621
GCF_016920845.1	Primary Assembly	Un			JACDQR010002340.1	Chromosome		NW_024398612.1	unplaced-scaffold	1510			Contig2622
GCF_016920845.1	Primary Assembly	Un			JACDQR010002341.1	Chromosome		NW_024398613.1	unplaced-scaffold	5505			Contig2623
GCF_016920845.1	Primary Assembly	Un			JACDQR010002342.1	Chromosome		NW_024398614.1	unplaced-scaffold	5504			Contig2624
GCF_016920845.1	Primary Assembly	Un			JACDQR010002343.1	Chromosome		NW_024398615.1	unplaced-scaffold	1063			Contig2625
GCF_016920845.1	Primary Assembly	Un			JACDQR010002344.1	Chromosome		NW_024398616.1	unplaced-scaffold	2040			Contig2626
GCF_016920845.1	Primary Assembly	Un			JACDQR010002345.1	Chromosome		NW_024398617.1	unplaced-scaffold	5497			Contig2627
GCF_016920845.1	Primary Assembly	Un			JACDQR010002346.1	Chromosome		NW_024398618.1	unplaced-scaffold	2244			Contig2628
GCF_016920845.1	Primary Assembly	Un			JACDQR010002347.1	Chromosome		NW_024398619.1	unplaced-scaffold	2163			Contig2629
GCF_016920845.1	Primary Assembly	Un			JACDQR010002348.1	Chromosome		NW_024398621.1	unplaced-scaffold	1901			Contig2630
GCF_016920845.1	Primary Assembly	Un			JACDQR010002349.1	Chromosome		NW_024398622.1	unplaced-scaffold	2116			Contig2631
GCF_016920845.1	Primary Assembly	Un			JACDQR010002350.1	Chromosome		NW_024398623.1	unplaced-scaffold	5489			Contig2632
GCF_016920845.1	Primary Assembly	Un			JACDQR010002351.1	Chromosome		NW_024398624.1	unplaced-scaffold	5484			Contig2633
GCF_016920845.1	Primary Assembly	Un			JACDQR010002352.1	Chromosome		NW_024398625.1	unplaced-scaffold	2232			Contig2634
GCF_016920845.1	Primary Assembly	Un			JACDQR010002353.1	Chromosome		NW_024398626.1	unplaced-scaffold	1796			Contig2635
GCF_016920845.1	Primary Assembly	Un			JACDQR010002354.1	Chromosome		NW_024398627.1	unplaced-scaffold	1923			Contig2636
GCF_016920845.1	Primary Assembly	Un			JACDQR010002355.1	Chromosome		NW_024398628.1	unplaced-scaffold	1957			Contig2637
GCF_016920845.1	Primary Assembly	Un			JACDQR010002356.1	Chromosome		NW_024398629.1	unplaced-scaffold	2050			Contig2638
GCF_016920845.1	Primary Assembly	Un			JACDQR010002357.1	Chromosome		NW_024398630.1	unplaced-scaffold	2330			Contig2639
GCF_016920845.1	Primary Assembly	Un			JACDQR010002358.1	Chromosome		NW_024398632.1	unplaced-scaffold	5451			Contig2640
GCF_016920845.1	Primary Assembly	Un			JACDQR010002359.1	Chromosome		NW_024398633.1	unplaced-scaffold	2133			Contig2641
GCF_016920845.1	Primary Assembly	Un			JACDQR010002360.1	Chromosome		NW_024398634.1	unplaced-scaffold	1487			Contig2645
GCF_016920845.1	Primary Assembly	Un			JACDQR010002361.1	Chromosome		NW_024398635.1	unplaced-scaffold	5434			Contig2646
GCF_016920845.1	Primary Assembly	Un			JACDQR010002362.1	Chromosome		NW_024398636.1	unplaced-scaffold	5433			Contig2647
GCF_016920845.1	Primary Assembly	Un			JACDQR010002363.1	Chromosome		NW_024398637.1	unplaced-scaffold	1951			Contig2648
GCF_016920845.1	Primary Assembly	Un			JACDQR010002364.1	Chromosome		NW_024398638.1	unplaced-scaffold	2011			Contig2649
GCF_016920845.1	Primary Assembly	Un			JACDQR010002365.1	Chromosome		NW_024398640.1	unplaced-scaffold	3089			Contig2650
GCF_016920845.1	Primary Assembly	Un			JACDQR010002366.1	Chromosome		NW_024398641.1	unplaced-scaffold	1828			Contig2653
GCF_016920845.1	Primary Assembly	Un			JACDQR010002367.1	Chromosome		NW_024398642.1	unplaced-scaffold	2624			Contig2654
GCF_016920845.1	Primary Assembly	Un			JACDQR010002368.1	Chromosome		NW_024398643.1	unplaced-scaffold	2682			Contig2655
GCF_016920845.1	Primary Assembly	Un			JACDQR010002369.1	Chromosome		NW_024398644.1	unplaced-scaffold	1620			Contig2656
GCF_016920845.1	Primary Assembly	Un			JACDQR010002370.1	Chromosome		NW_024398645.1	unplaced-scaffold	2370			Contig2657
GCF_016920845.1	Primary Assembly	Un			JACDQR010002371.1	Chromosome		NW_024398646.1	unplaced-scaffold	5380			Contig2658
GCF_016920845.1	Primary Assembly	Un			JACDQR010002372.1	Chromosome		NW_024398647.1	unplaced-scaffold	5379			Contig2659
GCF_016920845.1	Primary Assembly	Un			JACDQR010002373.1	Chromosome		NW_024398648.1	unplaced-scaffold	2448			Contig2660
GCF_016920845.1	Primary Assembly	Un			JACDQR010002374.1	Chromosome		NW_024398649.1	unplaced-scaffold	1728			Contig2661
GCF_016920845.1	Primary Assembly	Un			JACDQR010002375.1	Chromosome		NW_024398650.1	unplaced-scaffold	1427			Contig2662
GCF_016920845.1	Primary Assembly	Un			JACDQR010002376.1	Chromosome		NW_024398651.1	unplaced-scaffold	1741			Contig2666
GCF_016920845.1	Primary Assembly	Un			JACDQR010002377.1	Chromosome		NW_024398652.1	unplaced-scaffold	5344			Contig2667
GCF_016920845.1	Primary Assembly	Un			JACDQR010002378.1	Chromosome		NW_024398653.1	unplaced-scaffold	2165			Contig2668
GCF_016920845.1	Primary Assembly	Un			JACDQR010002379.1	Chromosome		NW_024398654.1	unplaced-scaffold	1766			Contig2669
GCF_016920845.1	Primary Assembly	Un			JACDQR010002380.1	Chromosome		NW_024398656.1	unplaced-scaffold	2563			Contig2670
GCF_016920845.1	Primary Assembly	Un			JACDQR010002381.1	Chromosome		NW_024398657.1	unplaced-scaffold	1255			Contig2671
GCF_016920845.1	Primary Assembly	Un			JACDQR010002382.1	Chromosome		NW_024398658.1	unplaced-scaffold	1609			Contig2672
GCF_016920845.1	Primary Assembly	Un			JACDQR010002383.1	Chromosome		NW_024398659.1	unplaced-scaffold	1877			Contig2673
GCF_016920845.1	Primary Assembly	Un			JACDQR010002384.1	Chromosome		NW_024398660.1	unplaced-scaffold	1969			Contig2674
GCF_016920845.1	Primary Assembly	Un			JACDQR010002385.1	Chromosome		NW_024398661.1	unplaced-scaffold	3253			Contig2675
GCF_016920845.1	Primary Assembly	Un			JACDQR010002386.1	Chromosome		NW_024398662.1	unplaced-scaffold	5320			Contig2676
GCF_016920845.1	Primary Assembly	Un			JACDQR010002387.1	Chromosome		NW_024398663.1	unplaced-scaffold	5319			Contig2677
GCF_016920845.1	Primary Assembly	Un			JACDQR010002388.1	Chromosome		NW_024398664.1	unplaced-scaffold	5317			Contig2678
GCF_016920845.1	Primary Assembly	Un			JACDQR010002389.1	Chromosome		NW_024398665.1	unplaced-scaffold	5314			Contig2679
GCF_016920845.1	Primary Assembly	Un			JACDQR010002390.1	Chromosome		NW_024398667.1	unplaced-scaffold	5313			Contig2680
GCF_016920845.1	Primary Assembly	Un			JACDQR010002391.1	Chromosome		NW_024398668.1	unplaced-scaffold	5311			Contig2681
GCF_016920845.1	Primary Assembly	Un			JACDQR010002392.1	Chromosome		NW_024398669.1	unplaced-scaffold	5305			Contig2682
GCF_016920845.1	Primary Assembly	Un			JACDQR010002393.1	Chromosome		NW_024398670.1	unplaced-scaffold	5303			Contig2683
GCF_016920845.1	Primary Assembly	Un			JACDQR010002394.1	Chromosome		NW_024398671.1	unplaced-scaffold	3539			Contig2684
GCF_016920845.1	Primary Assembly	Un			JACDQR010002395.1	Chromosome		NW_024398672.1	unplaced-scaffold	1656			Contig2685
GCF_016920845.1	Primary Assembly	Un			JACDQR010002396.1	Chromosome		NW_024398673.1	unplaced-scaffold	5288			Contig2686
GCF_016920845.1	Primary Assembly	Un			JACDQR010002397.1	Chromosome		NW_024398674.1	unplaced-scaffold	5277			Contig2689
GCF_016920845.1	Primary Assembly	Un			JACDQR010002398.1	Chromosome		NW_024398676.1	unplaced-scaffold	1116			Contig2690
GCF_016920845.1	Primary Assembly	Un			JACDQR010002399.1	Chromosome		NW_024398677.1	unplaced-scaffold	2986			Contig2691
GCF_016920845.1	Primary Assembly	Un			JACDQR010002400.1	Chromosome		NW_024398678.1	unplaced-scaffold	2107			Contig2692
GCF_016920845.1	Primary Assembly	Un			JACDQR010002401.1	Chromosome		NW_024398679.1	unplaced-scaffold	1752			Contig2693
GCF_016920845.1	Primary Assembly	Un			JACDQR010002402.1	Chromosome		NW_024398680.1	unplaced-scaffold	1910			Contig2696
GCF_016920845.1	Primary Assembly	Un			JACDQR010002403.1	Chromosome		NW_024398681.1	unplaced-scaffold	5256			Contig2697
GCF_016920845.1	Primary Assembly	Un			JACDQR010002404.1	Chromosome		NW_024398682.1	unplaced-scaffold	2016			Contig2698
GCF_016920845.1	Primary Assembly	Un			JACDQR010002405.1	Chromosome		NW_024398683.1	unplaced-scaffold	2107			Contig2699
GCF_016920845.1	Primary Assembly	Un			JACDQR010002406.1	Chromosome		NW_024398686.1	unplaced-scaffold	1793			Contig2700
GCF_016920845.1	Primary Assembly	Un			JACDQR010002407.1	Chromosome		NW_024398687.1	unplaced-scaffold	2028			Contig2703
GCF_016920845.1	Primary Assembly	Un			JACDQR010002408.1	Chromosome		NW_024398688.1	unplaced-scaffold	5228			Contig2704
GCF_016920845.1	Primary Assembly	Un			JACDQR010002409.1	Chromosome		NW_024398689.1	unplaced-scaffold	2996			Contig2705
GCF_016920845.1	Primary Assembly	Un			JACDQR010002410.1	Chromosome		NW_024398690.1	unplaced-scaffold	1945			Contig2706
GCF_016920845.1	Primary Assembly	Un			JACDQR010002411.1	Chromosome		NW_024398691.1	unplaced-scaffold	2433			Contig2707
GCF_016920845.1	Primary Assembly	Un			JACDQR010002412.1	Chromosome		NW_024398692.1	unplaced-scaffold	2673			Contig2708
GCF_016920845.1	Primary Assembly	Un			JACDQR010002413.1	Chromosome		NW_024398693.1	unplaced-scaffold	3036			Contig2709
GCF_016920845.1	Primary Assembly	Un			JACDQR010002414.1	Chromosome		NW_024398695.1	unplaced-scaffold	1901			Contig2712
GCF_016920845.1	Primary Assembly	Un			JACDQR010002415.1	Chromosome		NW_024398696.1	unplaced-scaffold	3053			Contig2713
GCF_016920845.1	Primary Assembly	Un			JACDQR010002416.1	Chromosome		NW_024398697.1	unplaced-scaffold	1695			Contig2714
GCF_016920845.1	Primary Assembly	Un			JACDQR010002417.1	Chromosome		NW_024398698.1	unplaced-scaffold	1848			Contig2715
GCF_016920845.1	Primary Assembly	Un			JACDQR010002418.1	Chromosome		NW_024398699.1	unplaced-scaffold	1830			Contig2716
GCF_016920845.1	Primary Assembly	Un			JACDQR010002419.1	Chromosome		NW_024398700.1	unplaced-scaffold	3254			Contig2717
GCF_016920845.1	Primary Assembly	Un			JACDQR010002420.1	Chromosome		NW_024398701.1	unplaced-scaffold	1835			Contig2718
GCF_016920845.1	Primary Assembly	Un			JACDQR010002421.1	Chromosome		NW_024398702.1	unplaced-scaffold	5208			Contig2719
GCF_016920845.1	Primary Assembly	Un			JACDQR010002422.1	Chromosome		NW_024398704.1	unplaced-scaffold	5207			Contig2720
GCF_016920845.1	Primary Assembly	Un			JACDQR010002423.1	Chromosome		NW_024398705.1	unplaced-scaffold	5204			Contig2721
GCF_016920845.1	Primary Assembly	Un			JACDQR010002424.1	Chromosome		NW_024398706.1	unplaced-scaffold	5203			Contig2722
GCF_016920845.1	Primary Assembly	Un			JACDQR010002425.1	Chromosome		NW_024398707.1	unplaced-scaffold	5198			Contig2723
GCF_016920845.1	Primary Assembly	Un			JACDQR010002426.1	Chromosome		NW_024398708.1	unplaced-scaffold	5196			Contig2724
GCF_016920845.1	Primary Assembly	Un			JACDQR010002427.1	Chromosome		NW_024398709.1	unplaced-scaffold	2493			Contig2725
GCF_016920845.1	Primary Assembly	Un			JACDQR010002428.1	Chromosome		NW_024398710.1	unplaced-scaffold	2094			Contig2726
GCF_016920845.1	Primary Assembly	Un			JACDQR010002429.1	Chromosome		NW_024398711.1	unplaced-scaffold	1150			Contig2727
GCF_016920845.1	Primary Assembly	Un			JACDQR010002430.1	Chromosome		NW_024398712.1	unplaced-scaffold	1973			Contig2728
GCF_016920845.1	Primary Assembly	Un			JACDQR010002431.1	Chromosome		NW_024398713.1	unplaced-scaffold	5187			Contig2729
GCF_016920845.1	Primary Assembly	Un			JACDQR010002432.1	Chromosome		NW_024398715.1	unplaced-scaffold	5180			Contig2732
GCF_016920845.1	Primary Assembly	Un			JACDQR010002433.1	Chromosome		NW_024398716.1	unplaced-scaffold	1360			Contig2735
GCF_016920845.1	Primary Assembly	Un			JACDQR010002434.1	Chromosome		NW_024398717.1	unplaced-scaffold	3711			Contig2736
GCF_016920845.1	Primary Assembly	Un			JACDQR010002435.1	Chromosome		NW_024398718.1	unplaced-scaffold	2646			Contig2737
GCF_016920845.1	Primary Assembly	Un			JACDQR010002436.1	Chromosome		NW_024398719.1	unplaced-scaffold	1572			Contig2738
GCF_016920845.1	Primary Assembly	Un			JACDQR010002437.1	Chromosome		NW_024398720.1	unplaced-scaffold	1573			Contig2739
GCF_016920845.1	Primary Assembly	Un			JACDQR010002438.1	Chromosome		NW_024398722.1	unplaced-scaffold	2074			Contig2740
GCF_016920845.1	Primary Assembly	Un			JACDQR010002439.1	Chromosome		NW_024398723.1	unplaced-scaffold	1789			Contig2741
GCF_016920845.1	Primary Assembly	Un			JACDQR010002440.1	Chromosome		NW_024398724.1	unplaced-scaffold	1951			Contig2742
GCF_016920845.1	Primary Assembly	Un			JACDQR010002441.1	Chromosome		NW_024398725.1	unplaced-scaffold	2245			Contig2743
GCF_016920845.1	Primary Assembly	Un			JACDQR010002442.1	Chromosome		NW_024398726.1	unplaced-scaffold	2678			Contig2744
GCF_016920845.1	Primary Assembly	Un			JACDQR010002443.1	Chromosome		NW_024398727.1	unplaced-scaffold	1602			Contig2746
GCF_016920845.1	Primary Assembly	Un			JACDQR010002444.1	Chromosome		NW_024398728.1	unplaced-scaffold	5137			Contig2747
GCF_016920845.1	Primary Assembly	Un			JACDQR010002445.1	Chromosome		NW_024398729.1	unplaced-scaffold	1281			Contig2748
GCF_016920845.1	Primary Assembly	Un			JACDQR010002446.1	Chromosome		NW_024398731.1	unplaced-scaffold	5136			Contig2750
